Customer ID,Recency,Frequency,Monetary,Cluster,Segment
16422.0,7,13,6781.31,2,Loyal High-Value Customers
16425.0,24,1,302.7,0,Regular Customers
16427.0,6,1,109.8,0,Regular Customers
16431.0,19,2,334.6,0,Regular Customers
16434.0,22,1,393.5,0,Regular Customers
16441.0,13,1,211.0,0,Regular Customers
16442.0,83,1,147.06,1,At-Risk Customers
16449.0,3,1,416.69,0,Regular Customers
16455.0,83,3,531.98,1,At-Risk Customers
16456.0,29,2,1236.49,0,Regular Customers
16458.0,6,3,567.4,0,Regular Customers
16462.0,6,1,34.0,0,Regular Customers
16466.0,15,1,109.12,0,Regular Customers
16470.0,81,1,216.34,1,At-Risk Customers
16473.0,9,2,217.81,0,Regular Customers
16477.0,42,3,961.71,0,Regular Customers
16493.0,7,2,367.8,0,Regular Customers
16494.0,18,1,826.53,0,Regular Customers
16496.0,39,1,736.7,0,Regular Customers
16497.0,40,2,512.38,0,Regular Customers
16499.0,82,2,365.45,1,At-Risk Customers
16500.0,53,1,165.0,1,At-Risk Customers
16503.0,52,2,841.79,1,At-Risk Customers
16509.0,19,1,363.7,0,Regular Customers
16510.0,94,1,248.1,1,At-Risk Customers
16515.0,33,1,319.86,0,Regular Customers
16518.0,6,1,190.7,0,Regular Customers
16519.0,87,1,103.7,1,At-Risk Customers
16520.0,87,1,325.76,1,At-Risk Customers
16523.0,38,1,743.9,0,Regular Customers
16525.0,5,7,3064.13,0,Regular Customers
16531.0,16,3,484.83,0,Regular Customers
16532.0,60,1,1910.4,1,At-Risk Customers
16539.0,80,2,747.25,1,At-Risk Customers
16546.0,13,2,787.15,0,Regular Customers
16549.0,56,1,119.49,1,At-Risk Customers
16550.0,90,1,554.66,1,At-Risk Customers
16551.0,59,1,311.07,1,At-Risk Customers
16552.0,95,1,95.29,1,At-Risk Customers
16553.0,27,3,1945.44,0,Regular Customers
16554.0,53,1,0.85,1,At-Risk Customers
16556.0,17,2,950.99,0,Regular Customers
16558.0,24,4,1445.86,0,Regular Customers
16560.0,80,1,332.18,1,At-Risk Customers
16565.0,86,1,173.7,1,At-Risk Customers
16566.0,15,1,94.9,0,Regular Customers
16567.0,59,1,557.5600000000001,1,At-Risk Customers
16570.0,34,1,450.06,0,Regular Customers
16571.0,4,1,436.68,0,Regular Customers
16573.0,12,1,292.63,0,Regular Customers
16583.0,96,1,233.45,1,At-Risk Customers
16592.0,10,1,455.28,0,Regular Customers
16593.0,50,1,69.6,1,At-Risk Customers
16596.0,88,1,120.65,1,At-Risk Customers
16598.0,8,1,145.04999999999998,0,Regular Customers
16600.0,61,1,125.86,1,At-Risk Customers
16607.0,6,4,1102.78,0,Regular Customers
16612.0,34,1,280.05,0,Regular Customers
16618.0,45,1,728.16,0,Regular Customers
16634.0,94,1,164.8,1,At-Risk Customers
16638.0,13,4,741.89,0,Regular Customers
16654.0,90,1,227.4,1,At-Risk Customers
16655.0,54,1,812.25,1,At-Risk Customers
16656.0,14,3,1398.3200000000002,0,Regular Customers
16658.0,90,1,123.24,1,At-Risk Customers
16660.0,41,1,282.6,0,Regular Customers
16665.0,84,1,135.39999999999998,1,At-Risk Customers
16667.0,6,1,200.4,0,Regular Customers
16668.0,6,1,50.76,0,Regular Customers
16670.0,5,4,1393.84,0,Regular Customers
16676.0,59,1,464.82,1,At-Risk Customers
16678.0,5,1,312.18,0,Regular Customers
16679.0,88,1,129.75,1,At-Risk Customers
16684.0,18,6,9811.98,0,Regular Customers
16686.0,28,2,687.91,0,Regular Customers
16692.0,11,1,8.5,0,Regular Customers
16700.0,19,3,1278.3,0,Regular Customers
16701.0,20,3,1222.62,0,Regular Customers
16705.0,33,3,3620.83,0,Regular Customers
16709.0,4,1,1120.53,0,Regular Customers
16710.0,82,2,519.9200000000001,1,At-Risk Customers
16711.0,24,2,598.8000000000001,0,Regular Customers
16713.0,17,4,1616.12,0,Regular Customers
16714.0,39,2,1114.06,0,Regular Customers
16716.0,33,1,734.4000000000001,0,Regular Customers
16717.0,88,1,307.25,1,At-Risk Customers
16718.0,91,1,606.0500000000001,1,At-Risk Customers
16719.0,11,3,752.51,0,Regular Customers
16722.0,10,3,1113.88,0,Regular Customers
16725.0,24,7,758.27,0,Regular Customers
16726.0,16,3,585.76,0,Regular Customers
16727.0,86,1,256.32,1,At-Risk Customers
16730.0,41,1,187.02,0,Regular Customers
16735.0,56,1,607.21,1,At-Risk Customers
16738.0,20,1,3.75,0,Regular Customers
16743.0,81,1,430.28,1,At-Risk Customers
16745.0,7,4,1225.92,0,Regular Customers
16746.0,15,3,1245.34,0,Regular Customers
16748.0,31,2,609.8,0,Regular Customers
16752.0,95,1,207.5,1,At-Risk Customers
16754.0,94,1,2002.4,1,At-Risk Customers
16755.0,38,1,316.06,0,Regular Customers
16757.0,41,1,106.83,0,Regular Customers
16765.0,16,1,34.0,0,Regular Customers
16767.0,38,1,1866.02,0,Regular Customers
16770.0,35,3,527.75,0,Regular Customers
16771.0,32,2,947.42,0,Regular Customers
16775.0,13,3,577.1,0,Regular Customers
16779.0,26,6,2066.15,0,Regular Customers
16781.0,94,1,311.25,1,At-Risk Customers
16782.0,39,3,905.64,0,Regular Customers
16791.0,54,1,246.98,1,At-Risk Customers
16792.0,4,2,110.38,0,Regular Customers
16795.0,87,1,414.88,1,At-Risk Customers
16805.0,82,1,214.77,1,At-Risk Customers
16812.0,82,1,479.35,1,At-Risk Customers
16814.0,16,7,2120.11,0,Regular Customers
16816.0,35,2,325.45,0,Regular Customers
16817.0,82,2,367.3,1,At-Risk Customers
16833.0,56,1,309.48,1,At-Risk Customers
16835.0,95,1,81.75,1,At-Risk Customers
16838.0,10,1,392.12,0,Regular Customers
16839.0,5,7,3298.65,0,Regular Customers
16841.0,9,1,317.38,0,Regular Customers
16842.0,24,1,520.5699999999999,0,Regular Customers
16843.0,13,2,1999.46,0,Regular Customers
16850.0,56,1,332.41,1,At-Risk Customers
16858.0,91,1,375.69000000000005,1,At-Risk Customers
16863.0,89,1,164.25,1,At-Risk Customers
16873.0,86,1,2157.64,1,At-Risk Customers
16875.0,18,3,805.09,0,Regular Customers
16882.0,39,1,9.9,0,Regular Customers
16883.0,94,1,128.03,1,At-Risk Customers
16885.0,79,1,177.95,1,At-Risk Customers
16889.0,59,1,523.05,1,At-Risk Customers
16891.0,94,1,217.26,1,At-Risk Customers
16893.0,89,1,145.93,1,At-Risk Customers
16897.0,21,2,289.78,0,Regular Customers
16898.0,90,1,112.08,1,At-Risk Customers
16899.0,82,1,170.55,1,At-Risk Customers
16904.0,20,4,632.4100000000001,0,Regular Customers
16905.0,94,1,254.4,1,At-Risk Customers
16907.0,12,2,409.75,0,Regular Customers
16912.0,13,3,737.84,0,Regular Customers
16913.0,12,1,113.44,0,Regular Customers
16915.0,6,1,54.3,0,Regular Customers
16916.0,94,1,196.43,1,At-Risk Customers
16918.0,39,1,275.78,0,Regular Customers
16919.0,82,2,540.01,1,At-Risk Customers
16923.0,1,4,1864.34,0,Regular Customers
16926.0,93,1,230.25,1,At-Risk Customers
16927.0,84,1,218.1,1,At-Risk Customers
16928.0,24,3,330.0,0,Regular Customers
16931.0,14,4,882.19,0,Regular Customers
16938.0,31,1,267.6,0,Regular Customers
16940.0,11,1,757.68,0,Regular Customers
16943.0,40,1,451.03,0,Regular Customers
16945.0,27,3,780.64,0,Regular Customers
16948.0,48,1,69.6,1,At-Risk Customers
16949.0,39,1,74.42,0,Regular Customers
16950.0,89,1,172.0,1,At-Risk Customers
16951.0,26,1,1053.79,0,Regular Customers
16954.0,82,1,346.79999999999995,1,At-Risk Customers
16955.0,58,3,354.98,1,At-Risk Customers
16957.0,4,1,114.84,0,Regular Customers
16979.0,20,1,347.15,0,Regular Customers
16980.0,13,1,681.86,0,Regular Customers
16983.0,42,2,358.75,0,Regular Customers
16985.0,36,2,1273.56,0,Regular Customers
16992.0,7,1,421.6,0,Regular Customers
16996.0,75,2,127.54000000000002,1,At-Risk Customers
16997.0,10,3,702.0,0,Regular Customers
16998.0,26,1,90.0,0,Regular Customers
17001.0,3,3,1106.09,0,Regular Customers
17002.0,13,1,513.06,0,Regular Customers
17007.0,79,2,207.12,1,At-Risk Customers
17017.0,10,6,2885.96,0,Regular Customers
17018.0,48,1,405.0,1,At-Risk Customers
17019.0,53,2,629.91,1,At-Risk Customers
17025.0,95,2,160.97,1,At-Risk Customers
17026.0,91,1,33.15,1,At-Risk Customers
17027.0,5,3,433.23,0,Regular Customers
17033.0,81,1,307.8,1,At-Risk Customers
17034.0,10,1,141.79999999999998,0,Regular Customers
17035.0,33,1,259.51,0,Regular Customers
17041.0,83,1,304.5,1,At-Risk Customers
17048.0,5,2,760.4,0,Regular Customers
17050.0,14,2,660.94,0,Regular Customers
17059.0,91,1,722.36,1,At-Risk Customers
17062.0,36,4,533.33,0,Regular Customers
17063.0,11,2,319.37,0,Regular Customers
17064.0,49,1,143.95,1,At-Risk Customers
17068.0,6,5,1037.85,0,Regular Customers
17069.0,77,2,583.2,1,At-Risk Customers
17071.0,32,1,308.55,0,Regular Customers
17075.0,13,2,562.6,0,Regular Customers
17076.0,87,1,151.5,1,At-Risk Customers
17082.0,40,1,636.94,0,Regular Customers
17083.0,18,2,996.02,0,Regular Customers
17085.0,21,3,970.15,0,Regular Customers
17090.0,10,2,462.0,0,Regular Customers
17091.0,47,2,888.15,0,Regular Customers
17094.0,44,1,302.0,0,Regular Customers
17095.0,21,2,543.96,0,Regular Customers
17097.0,46,2,287.64,0,Regular Customers
17105.0,28,1,319.4,0,Regular Customers
17114.0,19,2,268.54,0,Regular Customers
17117.0,10,1,116.2,0,Regular Customers
17118.0,40,1,157.02,0,Regular Customers
17126.0,22,2,501.67,0,Regular Customers
17128.0,57,1,157.09,1,At-Risk Customers
17135.0,12,2,500.55,0,Regular Customers
17139.0,11,1,2639.38,0,Regular Customers
17146.0,81,1,298.25,1,At-Risk Customers
17147.0,34,1,409.5,0,Regular Customers
17158.0,82,1,413.79,1,At-Risk Customers
17162.0,27,1,424.41,0,Regular Customers
17165.0,6,1,158.68,0,Regular Customers
17171.0,11,1,224.91,0,Regular Customers
17175.0,18,1,519.08,0,Regular Customers
17179.0,83,1,243.0,1,At-Risk Customers
17180.0,38,1,245.44,0,Regular Customers
17181.0,95,1,155.52,1,At-Risk Customers
17188.0,37,3,1424.44,0,Regular Customers
17189.0,81,1,226.57,1,At-Risk Customers
17191.0,2,4,820.88,0,Regular Customers
17194.0,83,1,252.62,1,At-Risk Customers
17198.0,87,2,521.66,1,At-Risk Customers
17211.0,75,3,779.71,1,At-Risk Customers
17213.0,38,3,936.95,0,Regular Customers
17214.0,14,3,453.1,0,Regular Customers
17218.0,56,4,770.63,1,At-Risk Customers
17220.0,35,2,637.5,0,Regular Customers
17223.0,32,2,416.89,0,Regular Customers
17226.0,31,1,393.49,0,Regular Customers
17227.0,91,1,142.25,1,At-Risk Customers
17228.0,34,3,479.38,0,Regular Customers
17230.0,33,7,3435.01,0,Regular Customers
17231.0,20,3,699.88,0,Regular Customers
17235.0,94,1,341.9,1,At-Risk Customers
17236.0,22,3,445.37,0,Regular Customers
17238.0,44,3,508.64,0,Regular Customers
17239.0,35,1,382.5,0,Regular Customers
17243.0,1,8,2044.2,0,Regular Customers
17251.0,85,1,269.83,1,At-Risk Customers
17255.0,21,1,108.26,0,Regular Customers
17256.0,34,1,127.9,0,Regular Customers
17259.0,90,1,367.95,1,At-Risk Customers
17262.0,88,1,268.86,1,At-Risk Customers
17277.0,44,1,717.02,0,Regular Customers
17282.0,22,1,723.9,0,Regular Customers
17284.0,58,1,716.11,1,At-Risk Customers
17287.0,89,2,222.7,1,At-Risk Customers
17288.0,17,3,290.52,0,Regular Customers
17291.0,30,1,550.8000000000001,0,Regular Customers
17293.0,30,2,469.35,0,Regular Customers
17302.0,28,1,182.85,0,Regular Customers
17303.0,83,1,250.04,1,At-Risk Customers
17306.0,18,3,1674.88,0,Regular Customers
17311.0,39,1,556.46,0,Regular Customers
17314.0,34,2,566.2,0,Regular Customers
17315.0,3,8,1178.2,0,Regular Customers
17320.0,90,1,450.92,1,At-Risk Customers
17323.0,14,1,141.69,0,Regular Customers
17324.0,54,2,702.23,1,At-Risk Customers
17325.0,2,1,96.8,0,Regular Customers
17329.0,37,1,243.36,0,Regular Customers
17334.0,24,2,307.02,0,Regular Customers
17337.0,32,1,989.38,0,Regular Customers
17338.0,13,3,2638.6,0,Regular Customers
17339.0,87,1,60.0,1,At-Risk Customers
17340.0,76,2,4360.39,1,At-Risk Customers
17341.0,88,1,416.61,1,At-Risk Customers
17343.0,77,1,193.64,1,At-Risk Customers
17346.0,21,3,337.96,0,Regular Customers
17348.0,20,1,160.15,0,Regular Customers
17356.0,34,1,178.22,0,Regular Customers
17358.0,25,2,360.81,0,Regular Customers
17361.0,14,1,45.0,0,Regular Customers
17362.0,32,1,150.0,0,Regular Customers
17364.0,11,2,924.39,0,Regular Customers
17365.0,55,2,742.66,1,At-Risk Customers
17368.0,53,2,694.0,1,At-Risk Customers
17371.0,83,1,92.14,1,At-Risk Customers
17372.0,39,3,528.9300000000001,0,Regular Customers
17373.0,35,1,145.25,0,Regular Customers
17374.0,3,1,191.95,0,Regular Customers
17375.0,34,2,286.37,0,Regular Customers
17376.0,33,1,105.85,0,Regular Customers
17377.0,10,5,1133.83,0,Regular Customers
17381.0,17,8,7179.46,0,Regular Customers
17388.0,9,1,381.6,0,Regular Customers
17389.0,4,6,898.92,0,Regular Customers
17392.0,28,2,417.27,0,Regular Customers
17396.0,94,1,397.5,1,At-Risk Customers
17400.0,75,1,424.17,1,At-Risk Customers
17402.0,51,3,571.87,0,Regular Customers
17404.0,38,3,6773.06,0,Regular Customers
17406.0,55,3,2184.42,1,At-Risk Customers
17412.0,25,3,589.12,0,Regular Customers
17416.0,3,1,2114.71,0,Regular Customers
17418.0,46,1,167.39,0,Regular Customers
17419.0,17,4,1037.47,0,Regular Customers
17420.0,96,1,130.85,1,At-Risk Customers
17422.0,18,1,321.25,0,Regular Customers
17426.0,4,1,1193.88,0,Regular Customers
17428.0,12,6,3110.12,0,Regular Customers
17430.0,87,1,112.6,1,At-Risk Customers
17431.0,35,1,403.3,0,Regular Customers
17442.0,12,1,440.83,0,Regular Customers
17446.0,32,1,68.10000000000001,0,Regular Customers
17449.0,5,2,1022.6,0,Regular Customers
17450.0,55,5,20649.04,2,Loyal High-Value Customers
17454.0,21,2,298.1,0,Regular Customers
17456.0,87,1,249.86,1,At-Risk Customers
17457.0,31,2,717.0600000000001,0,Regular Customers
17460.0,40,3,203.8,0,Regular Customers
17462.0,6,1,463.41,0,Regular Customers
17463.0,35,1,691.46,0,Regular Customers
17470.0,90,1,178.4,1,At-Risk Customers
17472.0,10,2,438.27,0,Regular Customers
17491.0,48,2,632.9200000000001,0,Regular Customers
17496.0,81,1,271.05,1,At-Risk Customers
17499.0,12,1,622.88,0,Regular Customers
17504.0,11,2,787.43,0,Regular Customers
17507.0,31,1,340.56,0,Regular Customers
17508.0,3,1,387.31,0,Regular Customers
17511.0,12,6,18356.86,2,Loyal High-Value Customers
17512.0,13,3,651.21,0,Regular Customers
17515.0,40,1,231.48,0,Regular Customers
17516.0,7,2,324.63,0,Regular Customers
17517.0,31,1,153.94,0,Regular Customers
17519.0,90,1,335.3,1,At-Risk Customers
17524.0,83,1,145.0,1,At-Risk Customers
17525.0,82,1,422.7000000000001,1,At-Risk Customers
17526.0,13,3,872.8,0,Regular Customers
17530.0,19,2,645.33,0,Regular Customers
17535.0,2,1,164.4,0,Regular Customers
17537.0,25,1,620.75,0,Regular Customers
17540.0,38,1,268.8,0,Regular Customers
17551.0,81,1,290.34,1,At-Risk Customers
17552.0,94,2,298.52,1,At-Risk Customers
17555.0,56,1,195.45,1,At-Risk Customers
17560.0,33,1,162.1,0,Regular Customers
17567.0,4,3,1478.18,0,Regular Customers
17569.0,54,1,344.14,1,At-Risk Customers
17571.0,20,1,282.7,0,Regular Customers
17572.0,95,1,70.80000000000001,1,At-Risk Customers
17576.0,4,6,720.39,0,Regular Customers
17580.0,34,2,168.02,0,Regular Customers
17581.0,3,6,2064.98,0,Regular Customers
17585.0,60,1,417.81,1,At-Risk Customers
17591.0,20,3,845.41,0,Regular Customers
17593.0,75,1,662.9,1,At-Risk Customers
17596.0,90,1,390.97,1,At-Risk Customers
17602.0,46,1,767.0500000000001,0,Regular Customers
17604.0,34,1,136.24,0,Regular Customers
17609.0,24,2,531.25,0,Regular Customers
17611.0,42,3,1053.17,0,Regular Customers
17612.0,20,1,305.46,0,Regular Customers
17613.0,11,2,897.51,0,Regular Customers
17616.0,90,1,326.4,1,At-Risk Customers
17618.0,84,1,278.98,1,At-Risk Customers
17619.0,34,1,214.37,0,Regular Customers
17621.0,34,2,901.78,0,Regular Customers
17629.0,82,1,238.65,1,At-Risk Customers
17634.0,59,1,785.65,1,At-Risk Customers
17643.0,95,1,101.55,1,At-Risk Customers
17646.0,4,2,596.85,0,Regular Customers
17652.0,3,1,222.3,0,Regular Customers
17655.0,7,3,1296.7,0,Regular Customers
17659.0,21,3,474.95,0,Regular Customers
17663.0,9,1,371.39,0,Regular Customers
17667.0,21,1,928.05,0,Regular Customers
17671.0,87,1,394.18,1,At-Risk Customers
17672.0,31,1,1177.84,0,Regular Customers
17673.0,42,1,402.42,0,Regular Customers
17674.0,91,1,300.66,1,At-Risk Customers
17675.0,11,6,3646.74,0,Regular Customers
17676.0,88,1,300.7,1,At-Risk Customers
17677.0,24,6,2711.1,0,Regular Customers
17682.0,90,1,391.5,1,At-Risk Customers
17685.0,30,4,1186.22,0,Regular Customers
17686.0,25,1,1592.61,0,Regular Customers
17690.0,48,5,1570.65,0,Regular Customers
17691.0,80,2,290.40000000000003,1,At-Risk Customers
17692.0,27,2,453.96,0,Regular Customers
17696.0,87,2,175.6,1,At-Risk Customers
17700.0,3,1,602.61,0,Regular Customers
17705.0,24,1,136.3,0,Regular Customers
17706.0,12,4,888.85,0,Regular Customers
17707.0,58,1,83.7,1,At-Risk Customers
17708.0,47,1,106.85,0,Regular Customers
17711.0,12,1,220.53000000000003,0,Regular Customers
17714.0,43,1,153.0,0,Regular Customers
17720.0,90,1,102.0,1,At-Risk Customers
17722.0,47,2,1743.58,0,Regular Customers
17730.0,20,2,687.04,0,Regular Customers
17732.0,95,1,303.97,1,At-Risk Customers
17735.0,10,3,1896.02,0,Regular Customers
17738.0,4,1,779.92,0,Regular Customers
17739.0,55,2,682.59,1,At-Risk Customers
17742.0,55,1,302.57,1,At-Risk Customers
17744.0,45,3,1008.4,0,Regular Customers
17752.0,81,1,80.64,1,At-Risk Customers
17757.0,3,9,1277.57,0,Regular Customers
17760.0,95,1,172.54,1,At-Risk Customers
17769.0,1,2,448.11,0,Regular Customers
17770.0,4,1,603.17,0,Regular Customers
17771.0,45,1,115.8,0,Regular Customers
17774.0,27,1,219.99,0,Regular Customers
17786.0,39,1,103.35,0,Regular Customers
17787.0,27,3,1668.52,0,Regular Customers
17789.0,3,1,225.9,0,Regular Customers
17790.0,24,6,516.35,0,Regular Customers
17796.0,35,3,614.1,0,Regular Customers
17799.0,41,3,1010.71,0,Regular Customers
17800.0,56,1,136.05,1,At-Risk Customers
17802.0,94,1,100.2,1,At-Risk Customers
17809.0,24,4,1861.7,0,Regular Customers
17811.0,6,9,2741.17,0,Regular Customers
17812.0,90,1,193.3,1,At-Risk Customers
17816.0,87,1,16.21,1,At-Risk Customers
17819.0,19,3,1836.12,0,Regular Customers
17827.0,87,3,1270.96,1,At-Risk Customers
17829.0,20,1,889.24,0,Regular Customers
17830.0,11,1,188.5,0,Regular Customers
17838.0,14,3,1655.0,0,Regular Customers
17841.0,3,23,5612.41,2,Loyal High-Value Customers
17843.0,25,1,205.48,0,Regular Customers
17848.0,32,3,213.91,0,Regular Customers
17849.0,28,2,345.1,0,Regular Customers
17850.0,94,34,5391.21,2,Loyal High-Value Customers
17855.0,95,1,208.97,1,At-Risk Customers
17856.0,4,1,482.81,0,Regular Customers
17857.0,18,3,2127.54,0,Regular Customers
17858.0,26,4,2093.0,0,Regular Customers
17859.0,27,1,141.92000000000002,0,Regular Customers
17860.0,90,1,226.45,1,At-Risk Customers
17861.0,42,1,241.86,0,Regular Customers
17862.0,45,1,330.9,0,Regular Customers
17863.0,33,2,890.6999999999999,0,Regular Customers
17865.0,11,4,2331.35,0,Regular Customers
17867.0,10,1,25.5,0,Regular Customers
17869.0,90,1,214.32,1,At-Risk Customers
17870.0,89,1,326.4,1,At-Risk Customers
17873.0,3,2,690.73,0,Regular Customers
17880.0,87,1,458.92,1,At-Risk Customers
17881.0,26,1,133.35000000000002,0,Regular Customers
17884.0,34,3,590.54,0,Regular Customers
17888.0,39,2,112.08,0,Regular Customers
17889.0,44,1,99.35,0,Regular Customers
17890.0,45,2,586.89,0,Regular Customers
17894.0,7,6,867.0,0,Regular Customers
17897.0,89,2,410.67,1,At-Risk Customers
17905.0,74,2,392.9,1,At-Risk Customers
17908.0,96,1,232.03,1,At-Risk Customers
17912.0,32,5,310.06,0,Regular Customers
17913.0,78,1,218.05,1,At-Risk Customers
17917.0,85,1,107.16,1,At-Risk Customers
17920.0,37,3,834.81,0,Regular Customers
17923.0,4,1,207.50000000000003,0,Regular Customers
17924.0,24,2,502.2000000000001,0,Regular Customers
17925.0,95,1,244.08,1,At-Risk Customers
17929.0,31,1,196.2,0,Regular Customers
17937.0,21,3,2693.88,0,Regular Customers
17940.0,25,1,1045.44,0,Regular Customers
17949.0,5,5,3820.5,0,Regular Customers
17950.0,87,2,263.17,1,At-Risk Customers
17951.0,80,2,409.50000000000006,1,At-Risk Customers
17954.0,17,4,708.76,0,Regular Customers
17961.0,5,8,612.93,0,Regular Customers
17964.0,94,1,261.76,1,At-Risk Customers
17965.0,6,5,1053.68,0,Regular Customers
17967.0,94,1,112.27,1,At-Risk Customers
17968.0,95,1,265.1,1,At-Risk Customers
17969.0,83,1,125.2,1,At-Risk Customers
17975.0,32,4,1378.78,0,Regular Customers
17976.0,94,1,321.79,1,At-Risk Customers
17978.0,87,1,300.92,1,At-Risk Customers
17980.0,81,1,295.2,1,At-Risk Customers
17988.0,49,1,64.99000000000001,1,At-Risk Customers
17990.0,75,2,316.0,1,At-Risk Customers
17994.0,13,1,305.3,0,Regular Customers
17995.0,3,1,76.1,0,Regular Customers
17999.0,88,1,190.34,1,At-Risk Customers
18004.0,84,1,157.92,1,At-Risk Customers
18008.0,40,1,130.81,0,Regular Customers
18011.0,95,1,102.79,1,At-Risk Customers
18016.0,37,2,318.85,0,Regular Customers
18017.0,32,1,165.0,0,Regular Customers
18032.0,56,1,73.5,1,At-Risk Customers
18037.0,44,2,39.55,0,Regular Customers
18041.0,3,8,1656.67,0,Regular Customers
18043.0,88,1,287.91,1,At-Risk Customers
18044.0,6,2,146.37,0,Regular Customers
18050.0,81,1,74.4,1,At-Risk Customers
18055.0,13,5,2394.03,0,Regular Customers
18056.0,10,1,363.65,0,Regular Customers
18061.0,13,3,817.33,0,Regular Customers
18062.0,60,1,169.8,1,At-Risk Customers
18065.0,10,3,750.0500000000001,0,Regular Customers
18068.0,11,1,101.7,0,Regular Customers
18069.0,49,1,287.11,1,At-Risk Customers
18071.0,88,1,258.95,1,At-Risk Customers
18074.0,96,1,489.6,1,At-Risk Customers
18075.0,6,4,867.5,0,Regular Customers
18077.0,41,3,711.46,0,Regular Customers
18085.0,52,2,689.95,1,At-Risk Customers
18087.0,13,1,3202.92,0,Regular Customers
18092.0,52,4,3111.84,0,Regular Customers
18093.0,20,2,1117.52,0,Regular Customers
18094.0,14,1,504.72,0,Regular Customers
18095.0,34,2,580.0500000000001,0,Regular Customers
18097.0,62,2,657.1800000000001,1,At-Risk Customers
18102.0,4,7,39766.09,3,VIP Customers
18106.0,51,1,421.9,1,At-Risk Customers
18109.0,26,6,1213.57,0,Regular Customers
18113.0,90,1,76.32000000000001,1,At-Risk Customers
18114.0,12,1,220.1,0,Regular Customers
18116.0,17,4,823.32,0,Regular Customers
18118.0,5,6,1440.75,0,Regular Customers
18119.0,90,1,180.7,1,At-Risk Customers
18125.0,17,2,720.97,0,Regular Customers
18136.0,42,1,288.99,0,Regular Customers
18138.0,17,1,152.65,0,Regular Customers
18144.0,41,3,660.05,0,Regular Customers
18145.0,35,1,609.01,0,Regular Customers
18151.0,12,1,312.55,0,Regular Customers
18155.0,14,1,113.93,0,Regular Customers
18156.0,91,1,186.88,1,At-Risk Customers
18159.0,23,1,530.15,0,Regular Customers
18161.0,42,1,301.53,0,Regular Customers
18168.0,24,3,634.39,0,Regular Customers
18171.0,56,1,240.45,1,At-Risk Customers
18172.0,11,2,1978.38,0,Regular Customers
18176.0,80,1,476.35,1,At-Risk Customers
18178.0,31,2,633.95,0,Regular Customers
18179.0,48,2,622.9,0,Regular Customers
18188.0,12,1,426.6,0,Regular Customers
18190.0,53,1,171.46,1,At-Risk Customers
18196.0,12,1,450.78,0,Regular Customers
18198.0,10,3,907.32,0,Regular Customers
18202.0,33,1,485.73,0,Regular Customers
18211.0,1,1,137.9,0,Regular Customers
18212.0,48,1,216.07,1,At-Risk Customers
18218.0,3,1,289.22,0,Regular Customers
18219.0,18,3,484.37,0,Regular Customers
18223.0,1,5,1674.84,0,Regular Customers
18225.0,27,2,468.82,0,Regular Customers
18226.0,60,1,417.3,1,At-Risk Customers
18229.0,17,4,1372.9,0,Regular Customers
18230.0,24,1,464.82,0,Regular Customers
18231.0,11,1,291.0,0,Regular Customers
18233.0,48,1,440.0,1,At-Risk Customers
18239.0,35,3,918.52,0,Regular Customers
18245.0,35,2,804.91,0,Regular Customers
18250.0,32,1,349.27,0,Regular Customers
18257.0,13,2,363.8,0,Regular Customers
18259.0,88,1,376.30000000000007,1,At-Risk Customers
18260.0,56,2,787.7700000000001,1,At-Risk Customers
18269.0,88,1,168.6,1,At-Risk Customers
18283.0,7,3,314.7,0,Regular Customers
